user,lat,long
112586615,32.77530883,-96.75632564
119796884,37.31309979,-121.791654
124339670,38.72449223,-117.85273
131912469,44.98426874,-93.22757254
144803849,41.8369,-87.6844
183125055,39.75642,-96.6099
190395778,21.640296,-155.969
190808953,29.9261,-90.1078
209329305,31.6817,-96.4812
214185712,33.0504,-96.7459
228628905,40,-100
231076143,41.9653,-91.4097
240818392,29.9728,-90.059
257728261,45.99376287,-123.9299261
269134180,29.96764,-95.4332999
274213680,34.44,-90.4953
278679493,21.70527282,-157.819
304825340,37.79987,-122.3842769
321843137,44.9925,-93.3592
338108448,41.7648,-87.8061
342414950,33.85790008,-118.0892166
366102676,33.68799054,-116.3107247
404510899,37.4221,-118.25747
439712473,34.2283,-118.243
459837492,36.1059,-94.0087
466909255,34.0697,-112.139
760106538,34.10501532,-117.2970647
766622396,32.92156,-96.77298
908913499,38.7178,-90.1295
1575920641,41.65580947,-87.72402067
1577684868,34.10203707,-118.243
1849992744,21.309,-157.826
1970278015,32.86165661,-96.89824655
2345720258,44.49258696,-103.35
2863762014,30.36136767,-103.6668244
4531537184,29.60625116,-95.0753537
4743561296,32.7464505,-97.0898086
4817330533,47.556,-122.251
